200 833 35160
100 648 462.619 206.828
99 657 271.12 206.413
100 657 286.678 205.286
99 679 486.512 185.002
100 679 542.47 172.982
99 680 559.925 225.275
100 680 627.015 222.296
99 688 36.7152 235.955
100 688 70.3756 236.197
99 701 133.808 182.107
100 701 157.239 184.251
99 710 534.315 124.73
100 710 601.533 98.9277
99 715 476.52 238.483
100 715 520.447 238.236
99 738 168.596 228.159
100 738 187.51 228.321
99 748 409.883 203.641
100 748 439.349 199.077
99 760 363.815 112.511
100 760 390.288 91.8993
99 766 150.198 171.499
100 766 166.96 171.239
99 767 407.832 235.839
100 767 443.102 235.088
99 770 478.42 135.426
100 770 523.909 117.661
99 774 301.417 171.168
100 774 318.583 156.366
99 783 411.729 168.937
100 783 459.027 149.04
99 784 225.297 171.234
100 784 241.521 170.719
99 796 540.205 214.905
100 796 598.59 210.336
99 810 323.521 214.775
100 810 341.206 213.192
99 825 245.169 106.938
100 825 258.008 97.1584
99 829 140.511 133.355
100 829 160.856 135.388
99 836 421.02 199.744
100 836 452.81 194.358
99 840 250.985 183.06
100 840 266.96 182.322
99 844 413.313 223.171
100 844 440.634 221.429
99 852 383.673 122.995
100 852 411.36 106.555
99 871 410.618 207.504
100 871 437.209 204.277
99 902 547.739 204.484
100 902 609.194 197.767
99 915 378.635 205.879
100 915 404.36 201.63
99 917 86.117 101.738
100 917 109.289 105.294
99 919 343.322 162.368
100 919 362.098 157.49
99 921 310.616 191.632
100 921 327.312 189.599
99 940 256.103 205.711
100 940 272.043 205.214
99 952 441.693 190.033
100 952 476.297 183.27
99 954 58.6959 183.368
100 954 77.182 183.485
99 973 494.666 147.962
100 973 546.478 130.591
99 976 164.114 200.567
100 976 184.953 201.653
99 987 183.69 194.315
100 987 203.219 195.318
99 991 562.036 235.593
100 991 634.126 234.625
99 998 314.208 155.644
100 998 331.317 150.677
100 10 304.212 216.647
101 10 323.996 214.791
100 28 445.592 179.093
101 28 490.181 168.163
100 34 547.461 193.744
101 34 629.602 181.683
100 74 202.266 186.852
101 74 222.428 187.006
100 90 528.931 168.268
101 90 603.297 150.54
100 98 185.286 217.724
101 98 208.451 218.374
100 114 432.003 160.471
101 114 467.388 150.179
100 117 166.432 223.325
101 117 191.546 223.974
100 139 222.054 167.086
101 139 241.402 166.723
100 155 303.989 220.475
101 155 323.86 218.758
100 183 221.916 174.578
101 183 241.442 174.419
100 197 402.052 134.724
101 197 439.244 115.963
100 227 76.7541 218.995
101 227 101.62 219.352
100 247 244.887 193.519
101 247 263.714 192.897
100 253 64.0968 216.782
101 253 101.908 218.475
100 266 510.331 195.921
101 266 568.971 187.348
100 278 137.952 187.476
101 278 165.074 189.728
100 288 135.14 180.842
101 288 161.085 182.872
100 292 128.232 131.423
101 292 129.618 118.467
100 294 5.9687 85.9691
101 294 37.3506 91.0734
100 306 386.11 143.233
101 306 416.572 130.231
100 308 404.393 185.112
101 308 436.25 178.151
100 330 420.303 230.927
101 330 453.18 229.834
100 339 272.901 146.399
101 339 291.246 142.39
100 355 180.688 223.624
101 355 204.276 224.138
100 356 113.984 147.045
101 356 138.382 148.918
100 358 492.368 151.488
101 358 548.138 134.097
100 369 379.251 213.63
101 369 421.397 206.268
100 389 486.292 178.8
101 389 538.245 167.635
100 400 438.631 220.939
101 400 474.732 218.48
100 409 252.211 93.9224
101 409 265.31 70.5617
100 410 560.967 164.96
101 410 638.906 147.519
100 413 288.793 212.321
101 413 307.669 211.396
100 415 238.108 156.39
101 415 256.205 154.151
100 455 226.521 184.894
101 455 244.43 183.414
100 459 138.091 176.939
101 459 154.981 175.404
100 466 24.3814 172.614
101 466 69.5399 178.56
100 471 80.1067 186.387
101 471 115.735 190.076
100 479 242.254 191.316
101 479 260.712 190.306
100 497 182.926 55.8009
101 497 180.611 17.4618
100 501 452.13 164.841
101 501 492.434 153.902
100 511 276.689 159.47
101 511 295.403 157.361
100 522 255.263 170.716
101 522 273.985 169.54
100 523 450.749 174.194
101 523 489.788 165.069
100 528 255.918 166.849
101 528 274.845 166.019
100 545 464.906 182.235
101 545 510.868 172.493
100 553 466.587 193.67
101 553 510.034 186.601
100 574 414.641 177.729
101 574 446.586 170.39
100 575 302.76 175.425
101 575 322.043 172.701
100 600 510.272 177.48
101 600 578.596 162.514
100 626 268.134 156.293
101 626 286.731 154.146
100 635 327.284 239.037
101 635 347.976 238.978
100 648 462.619 206.828
101 648 511.485 200.594
100 657 286.678 205.286
101 657 305.461 203.811
100 686 22.1951 148.86
101 686 63.5065 155.514
100 688 70.3756 236.197
101 688 106.061 236.447
100 701 157.239 184.251
101 701 182.791 186.413
100 715 520.447 238.236
101 715 589.641 237.825
100 738 187.51 228.321
101 738 209.041 228.487
100 748 439.349 199.077
101 748 481.491 192.127
100 760 390.288 91.8993
101 760 429.249 59.8526
100 766 166.96 171.239
101 766 187.047 171.129
100 767 443.102 235.088
101 767 498.022 233.854
100 770 523.909 117.661
101 770 596.462 87.7669
100 774 318.583 156.366
101 774 344.976 131.909
100 783 459.027 149.04
101 783 547.904 109.593
100 784 241.521 170.719
101 784 260.451 169.948
100 795 489.069 196.438
101 795 539.831 188.862
100 810 341.206 213.192
101 810 363.542 211.04
100 824 19.0605 221.57
101 824 65.5743 223.253
100 825 258.008 97.1584
101 825 274.449 84.9319
100 829 160.856 135.388
101 829 183.985 137.633
100 836 452.81 194.358
101 836 499.135 186.015
100 840 266.96 182.322
101 840 285.708 181.237
100 844 440.634 221.429
101 844 478.636 218.824
100 850 430.189 185.885
101 850 464.57 179.195
100 852 411.36 106.555
101 852 451.235 81.4849
100 871 437.209 204.277
101 871 473.937 199.472
100 915 404.36 201.63
101 915 440.444 195.305
100 917 109.289 105.294
101 917 135.89 109.546
100 919 362.098 157.49
101 919 386.008 150.7
100 921 327.312 189.599
101 921 347.816 186.812
100 940 272.043 205.214
101 940 290.791 204.49
100 952 476.297 183.27
101 952 527.477 172.633
100 954 77.182 183.485
101 954 100.777 184.11
100 970 443.65 200.68
101 970 480.976 195.441
100 973 546.478 130.591
101 973 632.552 100.248
100 976 184.953 201.653
101 976 207.989 202.721
100 998 331.317 150.677
101 998 352.763 143.985
101 10 323.996 214.791
102 10 345.786 212.262
101 19 533.412 211.055
102 19 598.654 205.133
101 28 490.181 168.163
102 28 553.38 151.181
101 74 222.428 187.006
102 74 241.524 186.549
101 114 467.388 150.179
102 114 512.899 135.464
101 139 241.402 166.723
102 139 260.055 165.501
101 155 323.86 218.758
102 155 345.97 216.403
101 183 241.442 174.419
102 183 260.227 173.499
101 197 439.244 115.963
102 197 490.869 86.8182
101 227 101.62 219.352
102 227 123.526 219.453
101 247 263.714 192.897
102 247 282.253 191.702
101 253 101.908 218.475
102 253 133.766 219.721
101 278 165.074 189.728
102 278 189.206 191.263
101 288 161.085 182.872
102 288 184.318 184.147
101 292 129.618 118.467
102 292 125.749 99.8747
101 294 37.3506 91.0734
102 294 64.1658 94.1151
101 306 416.572 130.231
102 306 455.285 111.454
101 308 436.25 178.151
102 308 476.579 168.222
101 330 453.18 229.834
102 330 494.626 228.29
101 339 291.246 142.39
102 339 310.162 136.781
101 351 282.871 172.782
102 351 301.69 171.107
101 355 204.276 224.138
102 355 225.869 224.451
101 356 138.382 148.918
102 356 160.229 149.673
101 358 548.138 134.097
102 358 630.938 106.276
101 369 421.397 206.268
102 369 491.917 192.327
101 375 562.522 182.532
102 375 639.646 169.422
101 389 538.245 167.635
102 389 613.185 150.226
101 400 474.732 218.48
102 400 521.237 214.968
101 409 265.31 70.5617
102 409 279.052 35.1494
101 413 307.669 211.396
102 413 327.175 210.057
101 415 256.205 154.151
102 415 274.125 150.729
101 455 244.43 183.414
102 455 262.004 181.149
101 459 154.981 175.404
102 459 170.26 172.956
101 466 69.5399 178.56
102 466 106.542 182.939
101 471 115.735 190.076
102 471 146.025 192.786
101 479 260.712 190.306
102 479 278.964 188.651
101 501 492.434 153.902
102 501 546.16 137.878
101 511 295.403 157.361
102 511 314.445 154.141
101 522 273.985 169.54
102 522 292.605 167.486
101 523 489.788 165.069
102 523 541.158 151.848
101 528 274.845 166.019
102 528 293.581 164.306
101 545 510.868 172.493
102 545 575.074 157.659
101 553 510.034 186.601
102 553 568.955 176.132
101 574 446.586 170.39
102 574 486.587 160.059
101 575 322.043 172.701
102 575 342.351 168.896
101 626 286.731 154.146
102 626 305.535 150.846
101 635 347.976 238.978
102 635 370.628 238.899
101 648 511.485 200.594
102 648 582.278 190.763
101 657 305.461 203.811
102 657 325.026 201.75
101 686 63.5065 155.514
102 686 97.9495 160.395
101 688 106.061 236.447
102 688 136.425 236.629
101 693 539.468 215.524
102 693 607.457 210.358
101 701 182.791 186.413
102 701 205.788 187.846
101 706 443.83 191.187
102 706 481.483 184.583
101 738 209.041 228.487
102 738 229.102 228.519
101 748 481.491 192.127
102 748 540.007 181.511
101 760 429.249 59.8526
102 760 487.073 6.37136
101 766 187.047 171.129
102 766 205.715 170.2
101 767 498.022 233.854
102 767 587.817 231.653
101 774 344.976 131.909
102 774 386.559 84.1795
101 784 260.451 169.948
102 784 279.016 168.336
101 795 539.831 188.862
102 795 611.912 177.231
101 810 363.542 211.04
102 810 388.882 208.114
101 824 65.5743 223.253
102 824 103.495 224.491
101 825 274.449 84.9319
102 825 291.716 68.1448
101 829 183.985 137.633
102 829 205.138 138.643
101 834 499.92 220.882
102 834 553.784 217.431
101 836 499.135 186.015
102 836 565.376 172.979
101 840 285.708 181.237
102 840 304.528 179.413
101 844 478.636 218.824
102 844 528.624 215.037
101 850 464.57 179.195
102 850 508.315 169.71
101 852 451.235 81.4849
102 852 507.876 41.8684
101 871 473.937 199.472
102 871 521.691 192.55
101 890 347.323 178.221
102 890 369.362 174.066
101 915 440.444 195.305
102 915 489.349 185.711
101 917 135.89 109.546
102 917 159.513 112.088
101 919 386.008 150.7
102 919 413.565 141.474
101 921 347.816 186.812
102 921 370.109 183.017
101 923 420.113 213.869
102 923 452.772 210.761
101 940 290.791 204.49
102 940 309.712 203.312
101 952 527.477 172.633
102 952 601.841 155.887
101 954 100.777 184.11
102 954 121.567 184.05
101 970 480.976 195.441
102 970 529.506 187.911
101 976 207.989 202.721
102 976 229.184 203.329
101 998 352.763 143.985
102 998 376.753 134.904
102 10 345.786 212.262
103 10 370.641 208.769
102 74 241.524 186.549
103 74 259.742 185.433
102 114 512.899 135.464
103 114 575.297 113.458
102 121 9.61076 112.282
103 121 48.4153 120.095
102 128 21.7684 94.1286
103 128 58.0098 102.125
102 139 260.055 165.501
103 139 278.197 163.326
102 155 345.97 216.403
103 155 371.574 213.11
102 183 260.227 173.499
103 183 278.462 171.747
102 197 490.869 86.8182
103 197 571.712 36.8157
102 227 123.526 219.453
103 227 142.641 219.282
102 247 282.253 191.702
103 247 300.714 189.853
102 253 133.766 219.721
103 253 160.968 220.602
102 278 189.206 191.263
103 278 210.865 192.146
102 284 438.275 203.462
103 284 474.615 198.625
102 288 184.318 184.147
103 288 205.248 184.705
102 292 125.749 99.8747
103 292 113.044 71.6145
102 294 64.1658 94.1151
103 294 86.7909 95.0805
102 306 455.285 111.454
103 306 508.214 82.8625
102 308 476.579 168.222
103 308 531.034 153.411
102 330 494.626 228.29
103 330 549.968 226.026
102 339 310.162 136.781
103 339 330.026 129.136
102 345 13.1635 149.626
103 345 52.6347 155.455
102 351 301.69 171.107
103 351 320.675 168.522
102 356 160.229 149.673
103 356 179.773 149.274
102 400 521.237 214.968
103 400 585.034 209.726
102 413 327.175 210.057
103 413 347.672 208.214
102 415 274.125 150.729
103 415 292.077 145.869
102 455 262.004 181.149
103 455 279.421 177.924
102 459 170.26 172.956
103 459 183.804 169.357
102 466 106.542 182.939
103 466 137.389 186.097
102 471 146.025 192.786
103 471 172.108 194.686
102 476 486.942 186.624
103 476 535.862 177.698
102 479 278.964 188.651
103 479 297.221 186.236
102 501 546.16 137.878
103 501 623.507 112.979
102 511 314.445 154.141
103 511 334.109 149.602
102 522 292.605 167.486
103 522 311.352 164.421
102 523 541.158 151.848
103 523 613.687 131.666
102 528 293.581 164.306
103 528 312.348 161.603
102 547 8.24442 113.815
103 547 49.9268 122.784
102 574 486.587 160.059
103 574 539.557 144.986
102 575 342.351 168.896
103 575 364.158 163.741
102 626 305.535 150.846
103 626 324.82 146.175
102 635 370.628 238.899
103 635 396.085 238.792
102 657 325.026 201.75
103 657 345.797 198.947
102 686 97.9495 160.395
103 686 126.969 163.811
102 688 136.425 236.629
103 688 162.544 236.755
102 701 205.788 187.846
103 701 226.675 188.608
102 706 481.483 184.583
103 706 530.114 175.151
102 738 229.102 228.519
103 738 247.925 228.414
102 748 540.007 181.511
103 748 630.284 163.829
102 766 205.715 170.2
103 766 223.089 168.348
102 784 279.016 168.336
103 784 297.421 165.773
102 810 388.882 208.114
103 810 418.673 204.092
102 824 103.495 224.491
103 824 134.981 225.386
102 825 291.716 68.1448
103 825 310.402 44.5925
102 829 205.138 138.643
103 829 224.592 138.416
102 834 553.784 217.431
103 834 630.589 212.129
102 840 304.528 179.413
103 840 323.671 176.735
102 844 528.624 215.037
103 844 599.365 209.223
102 850 508.315 169.71
103 850 567.364 155.716
102 871 521.691 192.55
103 871 588.15 182.077
102 890 369.362 174.066
103 890 393.756 168.48
102 895 349.825 219.459
103 895 371.796 218.075
102 915 489.349 185.711
103 915 562.86 169.897
102 917 159.513 112.088
103 917 180.541 112.966
102 919 413.565 141.474
103 919 446.481 128.797
102 921 370.109 183.017
103 921 394.935 177.911
102 923 452.772 210.761
103 923 493.417 206.42
102 940 309.712 203.312
103 940 329.066 201.607
102 954 121.567 184.05
103 954 139.64 183.236
102 970 529.506 187.911
103 970 596.918 176.562
102 976 229.184 203.329
103 976 248.861 203.496
102 998 376.753 134.904
103 998 404.486 122.492
103 10 370.641 208.769
104 10 390.994 204.411
103 18 38.1902 202.939
104 18 57.6609 203.956
103 65 38.9633 203.972
104 65 58.2386 204.937
103 74 259.742 185.433
104 74 269.211 183.025
103 114 575.297 113.458
104 114 637.24 89.2904
103 121 48.4153 120.095
104 121 58.4499 119.069
103 128 58.0098 102.125
104 128 67.0464 100.356
103 139 278.197 163.326
104 139 288.294 159.598
103 154 38.3776 185.131
104 154 54.649 185.97
103 155 371.574 213.11
104 155 393.277 208.877
103 167 370.509 207.992
104 167 385.733 205.95
103 183 278.462 171.747
104 183 288.648 168.647
103 227 142.641 219.282
104 227 144.872 218.035
103 247 300.714 189.853
104 247 311.802 187.197
103 253 160.968 220.602
104 253 172.682 220.596
103 263 390.277 202.426
104 263 407.461 199.691
103 278 210.865 192.146
104 278 221.097 191.454
103 284 474.615 198.625
104 284 505.178 193.775
103 288 205.248 184.705
104 288 214.462 183.359
103 292 113.044 71.6145
104 292 59.0868 12.8868
103 294 86.7909 95.0805
104 294 86.4157 86.7093
103 306 508.214 82.8625
104 306 565.933 46.5016
103 308 531.034 153.411
104 308 586.699 136.125
103 330 549.968 226.026
104 330 603.248 223.581
103 339 330.026 129.136
104 339 343.454 119.548
103 345 52.6347 155.455
104 345 63.7828 155.103
103 351 320.675 168.522
104 351 332.631 165.161
103 356 179.773 149.274
104 356 185.79 145.08
103 413 347.672 208.214
104 413 361.683 206.081
103 415 292.077 145.869
104 415 302.525 138.935
103 455 279.421 177.924
104 455 288.901 173.114
103 459 183.804 169.357
104 459 183.327 162.118
103 466 137.389 186.097
104 466 150.262 186.433
103 471 172.108 194.686
104 471 183.696 194.643
103 476 535.862 177.698
104 476 579.545 168.729
103 479 297.221 186.236
104 479 308.08 182.807
103 511 334.109 149.602
104 511 347.069 144.111
103 522 311.352 164.421
104 522 322.974 160.286
103 528 312.348 161.603
104 528 323.948 157.907
103 547 49.9268 122.784
104 547 62.5886 123.0
103 574 539.557 144.986
104 574 590.285 128.676
103 575 364.158 163.741
104 575 379.712 157.99
103 595 518.879 238.04
104 595 556.447 237.792
103 609 561.177 209.733
104 609 609.167 205.284
103 626 324.82 146.175
104 626 337.297 140.297
103 635 396.085 238.792
104 635 415.828 238.676
103 657 345.797 198.947
104 657 360.296 195.611
103 686 126.969 163.811
104 686 137.323 163.143
103 688 162.544 236.755
104 688 173.437 236.735
103 701 226.675 188.608
104 701 237.08 187.872
103 706 530.114 175.151
104 706 574.286 165.445
103 708 398.081 168.046
104 708 416.242 162.473
103 738 247.925 228.414
104 738 257.459 228.016
103 758 434.329 218.713
104 758 457.059 216.753
103 766 223.089 168.348
104 766 229.848 164.062
103 784 297.421 165.773
104 784 308.36 161.987
103 787 533.967 173.985
104 787 574.754 165.235
103 810 418.673 204.092
104 810 443.896 199.583
103 824 134.981 225.386
104 824 148.18 225.503
103 825 310.402 44.5925
104 825 322.878 10.7386
103 829 224.592 138.416
104 829 233.552 135.102
103 840 323.671 176.735
104 840 335.894 173.338
103 850 567.364 155.716
104 850 624.255 140.762
103 890 393.756 168.48
104 890 411.99 162.633
103 895 371.796 218.075
104 895 387.345 216.596
103 917 180.541 112.966
104 917 188.111 108.682
103 919 446.481 128.797
104 919 474.369 115.378
103 921 394.935 177.911
104 921 413.763 172.496
103 923 493.417 206.42
104 923 528.954 201.979
103 940 329.066 201.607
104 940 341.587 199.5
103 954 139.64 183.236
104 954 140.425 179.374
103 976 248.861 203.496
104 976 259.217 202.785
103 981 443.052 185.574
104 981 466.56 180.557
103 998 404.486 122.492
104 998 427.377 108.448
104 10 390.994 204.411
105 10 418.593 198.248
104 18 57.6609 203.956
105 18 79.56 205.161
104 33 495.054 199.062
105 33 530.964 193.923
104 65 58.2386 204.937
105 65 79.9618 206.087
104 74 269.211 183.025
105 74 280.427 180.248
104 98 259.941 218.502
105 98 271.945 218.068
104 121 58.4499 119.069
105 121 71.8315 118.879
104 128 67.0464 100.356
105 128 79.3029 99.4801
104 139 288.294 159.598
105 139 300.269 155.205
104 154 54.649 185.97
105 154 73.8588 187.162
104 155 393.277 208.877
105 155 423.562 202.699
104 167 385.733 205.95
105 167 404.412 203.335
104 183 288.648 168.647
105 183 300.688 165.002
104 227 144.872 218.035
105 227 148.761 216.703
104 247 311.802 187.197
105 247 325.008 183.993
104 253 172.682 220.596
105 253 186.152 220.63
104 263 407.461 199.691
105 263 428.929 196.125
104 278 221.097 191.454
105 278 232.93 190.736
104 284 505.178 193.775
105 284 547.174 186.86
104 288 214.462 183.359
105 288 225.355 181.954
104 294 86.4157 86.7093
105 294 88.2346 78.2682
104 339 343.454 119.548
105 339 360.119 107.309
104 345 63.7828 155.103
105 345 78.1382 155.324
104 351 332.631 165.161
105 351 346.828 161.044
104 355 256.285 224.317
105 355 268.299 224.024
104 356 185.79 145.08
105 356 193.532 140.614
104 413 361.683 206.081
105 413 378.79 203.387
104 415 302.525 138.935
105 415 315.225 130.436
104 433 443.04 183.949
105 433 469.042 178.368
104 434 392.698 185.247
105 434 412.059 180.934
104 455 288.901 173.114
105 455 300.473 167.234
104 459 183.327 162.118
105 459 183.209 153.339
104 466 150.262 186.433
105 466 164.995 186.925
104 471 183.696 194.643
105 471 196.964 194.672
104 479 308.08 182.807
105 479 321.152 178.641
104 511 347.069 144.111
105 511 362.722 137.274
104 522 322.974 160.286
105 522 336.857 155.249
104 528 323.948 157.907
105 528 337.703 153.415
104 547 62.5886 123.0
105 547 78.3874 124.009
104 570 429.359 224.251
105 570 453.297 222.778
104 575 379.712 157.99
105 575 398.993 150.597
104 595 556.447 237.792
105 595 609.791 237.428
104 611 515.11 190.779
105 611 555.92 184.023
104 626 337.297 140.297
105 626 352.361 133.019
104 634 397.1 183.146
105 634 416.982 178.55
104 635 415.828 238.676
105 635 441.264 238.52
104 657 360.296 195.611
105 657 378.271 191.343
104 686 137.323 163.143
105 686 149.868 162.74
104 688 173.437 236.735
105 688 186.146 236.722
104 701 237.08 187.872
105 701 249.039 187.07
104 706 574.286 165.445
105 706 639.562 150.633
104 708 416.242 162.473
105 708 439.13 155.147
104 734 309.373 215.441
105 734 322.294 214.448
104 738 257.459 228.016
105 738 268.659 227.568
104 758 457.059 216.753
105 758 486.703 214.089
104 766 229.848 164.062
105 766 238.208 159.172
104 784 308.36 161.987
105 784 321.358 157.439
104 787 574.754 165.235
105 787 633.554 152.19
104 810 443.896 199.583
105 810 478.121 193.229
104 824 148.18 225.503
105 824 163.226 225.664
104 829 233.552 135.102
105 829 244.169 131.48
104 840 335.894 173.338
105 840 350.514 169.16
104 851 447.878 220.33
105 851 475.088 218.269
104 890 411.99 162.633
105 890 435.042 154.937
104 891 438.441 222.76
105 891 464.216 221.016
104 895 387.345 216.596
105 895 406.507 214.698
104 917 188.111 108.682
105 917 197.479 104.272
104 919 474.369 115.378
105 919 512.403 96.3824
104 921 413.763 172.496
105 921 437.737 165.323
104 923 528.954 201.979
105 923 579.288 195.466
104 940 341.587 199.5
105 940 356.599 196.897
104 954 140.425 179.374
105 954 142.66 175.168
104 976 259.217 202.785
105 976 271.143 201.975
104 981 466.56 180.557
105 981 497.347 173.708
104 998 427.377 108.448
105 998 457.964 88.9533
105 10 418.593 198.248
106 10 465.115 188.085
105 12 468.474 234.134
106 12 509.59 233.282
105 18 79.56 205.161
106 18 111.455 207.181
105 33 530.964 193.923
106 33 592.515 184.869
105 65 79.9618 206.087
106 65 111.698 208.033
105 74 280.427 180.248
106 74 297.441 177.076
105 98 271.945 218.068
106 98 289.29 217.61
105 117 257.727 224.241
106 117 275.236 224.056
105 121 71.8315 118.879
106 121 97.3656 122.116
105 128 79.3029 99.4801
106 128 103.391 102.456
105 139 300.269 155.205
106 139 318.205 149.864
105 154 73.8588 187.162
106 154 104.058 189.722
105 155 423.562 202.699
106 155 476.624 192.056
105 163 7.62286 81.5787
106 163 46.1912 91.8116
105 167 404.412 203.335
106 167 432.709 199.41
105 183 300.688 165.002
106 183 318.619 160.575
105 199 548.293 193.571
106 199 615.787 183.946
105 227 148.761 216.703
106 227 161.218 215.652
105 231 489.99 225.712
106 231 536.69 223.438
105 247 325.008 183.993
106 247 344.6 179.846
105 253 186.152 220.63
106 253 206.233 220.9
105 263 428.929 196.125
106 263 462.157 190.589
105 278 232.93 190.736
106 278 250.521 190.272
105 284 547.174 186.86
106 284 621.593 174.331
105 288 225.355 181.954
106 288 242.319 180.871
105 294 88.2346 78.2682
106 294 101.707 73.4787
105 318 17.8369 96.8635
106 318 56.1845 106.385
105 339 360.119 107.309
106 339 385.651 90.0257
105 345 78.1382 155.324
106 345 104.108 157.849
105 351 346.828 161.044
106 351 367.665 155.427
105 355 268.299 224.024
106 355 285.656 223.724
105 356 193.532 140.614
106 356 208.342 136.897
105 384 511.781 222.87
106 384 565.131 219.873
105 413 378.79 203.387
106 413 404.496 199.515
105 415 315.225 130.436
106 415 334.744 119.458
105 420 459.563 198.903
106 420 498.061 193.285
105 433 469.042 178.368
106 433 510.736 169.233
105 434 412.059 180.934
106 434 441.545 174.383
105 455 300.473 167.234
106 455 318.679 159.794
105 459 183.209 153.339
106 459 189.57 143.644
105 466 164.995 186.925
106 466 186.862 188.204
105 471 196.964 194.672
106 471 216.542 195.184
105 479 321.152 178.641
106 479 340.865 173.262
105 511 362.722 137.274
106 511 386.026 127.717
105 522 336.857 155.249
106 522 357.417 148.556
105 528 337.703 153.415
106 528 357.901 147.416
105 538 544.635 230.868
106 538 610.352 229.013
105 547 78.3874 124.009
106 547 105.551 128.121
105 570 453.297 222.778
106 570 491.093 220.415
105 575 398.993 150.597
106 575 428.405 139.618
105 611 555.92 184.023
106 611 627.941 171.765
105 626 352.361 133.019
106 626 374.819 123.041
105 634 416.982 178.55
106 634 447.387 171.521
105 635 441.264 238.52
106 635 481.834 238.274
105 657 378.271 191.343
106 657 405.674 185.182
105 686 149.868 162.74
106 686 170.544 163.685
105 688 186.146 236.722
106 688 205.608 236.748
105 701 249.039 187.07
106 701 266.497 186.412
105 708 439.13 155.147
106 708 474.93 143.619
105 734 322.294 214.448
106 734 341.051 213.155
105 738 268.659 227.568
106 738 285.519 227.086
105 758 486.703 214.089
106 758 535.371 209.633
105 766 238.208 159.172
106 766 252.8 154.01
105 784 321.358 157.439
106 784 340.624 151.605
105 788 526.092 216.99
106 788 584.886 212.654
105 799 17.0741 113.375
106 799 57.9787 122.953
105 808 404.181 182.934
106 808 431.719 177.208
105 810 478.121 193.229
106 810 536.385 182.372
105 824 163.226 225.664
106 824 185.414 226.038
105 829 244.169 131.48
106 829 260.659 128.029
105 838 486.225 189.278
106 838 532.224 181.243
105 840 350.514 169.16
106 840 372.112 163.444
105 851 475.088 218.269
106 851 519.066 214.873
105 890 435.042 154.937
106 890 471.13 142.895
105 891 464.216 221.016
106 891 505.435 218.182
105 895 406.507 214.698
106 895 435.646 211.844
105 917 197.479 104.272
106 917 213.713 101.066
105 919 512.403 96.3824
106 919 578.291 63.0056
105 921 437.737 165.323
106 921 475.529 154.043
105 940 356.599 196.897
106 940 378.81 193.293
105 954 142.66 175.168
106 954 153.596 171.678
105 976 271.143 201.975
106 976 288.444 201.123
105 981 497.347 173.708
106 981 548.335 162.107
105 987 286.995 194.509
106 987 304.457 193.196
105 998 457.964 88.9533
106 998 508.853 56.6089
106 10 465.115 188.085
107 10 539.007 170.374
106 12 509.59 233.282
107 12 564.431 232.048
106 18 111.455 207.181
107 18 139.033 208.687
106 25 426.612 218.448
107 25 458.42 215.918
106 65 111.698 208.033
107 65 139.161 209.481
106 74 297.441 177.076
107 74 315.243 172.838
106 98 289.29 217.61
107 98 306.784 216.902
106 117 275.236 224.056
107 117 292.599 223.706
106 121 97.3656 122.116
107 121 119.936 124.024
106 128 103.391 102.456
107 128 124.787 103.938
106 139 318.205 149.864
107 139 337.474 142.768
106 154 104.058 189.722
107 154 130.374 191.583
106 155 476.624 192.056
107 155 568.888 171.837
106 163 46.1912 91.8116
107 163 78.749 99.46
106 167 432.709 199.41
107 167 467.228 194.036
106 183 318.619 160.575
107 183 337.803 154.69
106 223 356.517 169.231
107 223 377.951 164.192
106 227 161.218 215.652
107 227 172.288 214.215
106 231 536.69 223.438
107 231 600.941 220.071
106 247 344.6 179.846
107 247 366.336 174.329
106 253 206.233 220.9
107 253 224.995 220.978
106 263 462.157 190.589
107 263 504.448 182.808
106 278 250.521 190.272
107 278 267.675 189.295
106 288 242.319 180.871
107 288 258.889 179.129
106 294 101.707 73.4787
107 294 113.076 66.4704
106 318 56.1845 106.385
107 318 88.5609 113.521
106 339 385.651 90.0257
107 339 417.268 65.5023
106 345 104.108 157.849
107 345 127.081 159.429
106 351 367.665 155.427
107 351 391.018 147.976
106 355 285.656 223.724
107 355 303.088 223.246
106 356 208.342 136.897
107 356 222.487 131.731
106 413 404.496 199.515
107 413 435.409 194.218
106 415 334.744 119.458
107 415 356.992 104.49
106 416 438.498 233.546
107 416 472.238 232.759
106 420 498.061 193.285
107 420 548.481 185.268
106 431 356.131 208.771
107 431 377.432 206.603
106 433 510.736 169.233
107 433 566.653 155.949
106 434 441.545 174.383
107 434 477.862 165.373
106 455 318.679 159.794
107 455 339.166 149.617
106 459 189.57 143.644
107 459 193.65 130.133
106 466 186.862 188.204
107 466 206.94 188.932
106 471 216.542 195.184
107 471 234.967 195.25
106 479 340.865 173.262
107 479 363.073 166.029
106 507 504.814 186.028
107 507 556.17 176.804
106 511 386.026 127.717
107 511 413.249 114.827
106 522 357.417 148.556
107 522 380.569 139.631
106 528 357.901 147.416
107 528 380.355 139.459
106 547 105.551 128.121
107 547 129.499 130.883
106 570 491.093 220.415
107 570 540.553 217.037
106 575 428.405 139.618
107 575 465.168 124.244
106 626 374.819 123.041
107 626 400.902 109.572
106 634 447.387 171.521
107 634 485.13 161.81
106 635 481.834 238.274
107 635 537.689 237.903
106 657 405.674 185.182
107 657 439.787 176.496
106 686 170.544 163.685
107 686 189.551 163.852
106 688 205.608 236.748
107 688 223.867 236.742
106 699 549.78 232.692
107 699 618.222 231.159
